41,99527
41,43891
41,27127
41,42979
42,00563
42,77631
43,44299
44,22248
45,00283
45,58839
45,94759
46,3129
46,81847
47,34051
47,71387
47,91796
48,3238
48,93608
49,48053
49,85385
50,23592
50,43455
50,46841
50,2071
49,55712
48,73206
47,78593
46,36435
44,40963
42,29894
40,38667
38,81758
37,6354
37,21857
37,42665
38,25261
39,32266
40,58395
41,67156
42,35406
42,6057
42,41739
41,97242
41,35537
40,70124
40,17487
39,76003
39,16071
38,30617
37,26968
36,25227
35,44039
34,67658
33,831
33,26302
33,08321
33,37379
34,0629
34,85503
35,55099
36,03419
36,195
43,06429
42,28582
42,04141
42,27583
42,92934
43,76709
44,51676
45,55659
46,90146
47,90022
48,46755
48,76897
49,0551
49,29534
49,43141
49,5232
49,80541
50,22901
50,54001
50,63323
50,50938
50,26928
49,98888
49,39689
48,6139
47,77264
46,84943
45,53175
43,69779
41,64292
39,7504
38,11369
37,05236
36,62306
36,84955
37,79836
39,07169
40,5373
41,82872
42,74107
43,30669
43,34951
43,09958
42,55518
41,8874
41,23478
40,70692
40,10989
39,38483
38,47117
37,50281
36,6309
35,63964
34,64046
33,87432
33,45153
33,57663
34,29951
35,20236
35,98777
36,5274
36,71026
45,11794
44,23489
43,8795
44,05048
44,6188
45,31209
46,01847
47,23161
48,77307
50,17679
50,85586
51,07885
51,23155
51,1736
50,97727
50,92104
51,20711
51,47338
51,64389
51,50723
51,02829
50,31876
49,71954
48,95129
48,02742
47,09793
46,21643
45,00266
43,26052
41,29096
39,30782
37,68044
36,63773
36,16603
36,36913
37,30661
38,85577
40,54347
42,05374
43,35736
44,19387
44,48591
44,33095
43,88122
43,21312
42,49918
41,74242
41,11997
40,54326
39,89487
39,1603
38,19245
36,97569
35,74123
34,65894
34,03646
34,03651
34,65149
35,48229
36,28738
36,8539
37,04495
47,92443
47,21371
46,65678
46,64219
47,04918
47,54412
48,17331
49,23135
50,59701
51,84062
52,57792
52,98393
52,99927
52,70852
52,28122
52,20451
52,51379
52,93473
52,90735
52,68433
52,02926
51,091
50,03757
49,07143
48,07536
46,96869
45,98647
44,79361
43,17854
41,22092
39,23345
37,5518
36,34782
35,77607
36,01528
37,0199
38,7147
40,78137
42,64526
44,24522
45,29154
45,60291
45,47507
45,09026
44,46277
43,71134
42,91116
42,22302
41,68187
41,38114
40,82499
39,81284
38,46954
37,01207
35,6601
34,82195
34,60357
35,06536
35,80499
36,46132
37,00015
37,19975
51,18419
50,61288
49,9543
49,7798
49,90623
50,20866
50,62631
51,28298
52,10218
53,08719
53,80989
54,24646
54,20913
53,79461
53,40353
53,4256
53,83474
54,19339
54,26643
54,13826
53,47726
52,42609
51,20042
49,77852
48,53154
47,27827
46,16421
44,84908
43,23623
41,36044
39,42323
37,61909
36,27179
35,54708
35,89884
37,11802
39,11267
41,48856
43,77601
45,60954
46,68386
46,90212
46,59534
46,04902
45,4725
44,85429
44,12127
43,5962
43,23215
43,04093
42,61307
41,56636
40,12328
38,51993
37,03239
35,94773
35,37271
35,52783
36,0785
36,59284
36,97356
37,17206
54,29922
54,00867
53,4846
53,02373
52,80014
52,88441
52,91209
53,09459
53,55897
54,07195
54,51809
54,80188
54,67049
54,35802
54,13855
54,34686
54,93589
55,42671
55,62362
55,62959
55,19096
54,10681
52,72531
50,99699
49,20966
47,73579
46,42933
44,97561
43,35418
41,70519
39,93583
38,20737
36,71415
35,87819
36,34234
37,70796
39,8166
42,45354
45,07696
47,16549
48,38146
48,53851
47,96098
47,17567
46,40636
45,96393
45,54195
45,28723
45,09275
45,05341
44,63951
43,62331
42,16129
40,49242
38,92913
37,61015
36,71732
36,3523
36,48403
36,71574
36,8613
36,96263
56,76291
56,84745
56,53042
55,93216
55,39783
55,0968
54,68709
54,56125
54,53724
54,57273
54,52648
54,53371
54,23526
54,08684
54,29412
55,03107
55,99823
56,72356
57,05092
57,03602
56,82137
55,8259
54,21422
52,12766
49,93444
48,21864
46,72009
45,17754
43,64164
42,14986
40,66178
39,08872
37,66363
36,83563
37,33027
38,78477
40,97549
43,58793
46,34718
48,58162
49,87433
50,04368
49,35112
48,40269
47,60533
47,03498
46,88975
46,98637
47,12766
